0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
538.1832,526.6618,569.4131,628.3904,628.954,569.8882,579.9266,594.1633,596.8854,642.1129,685.6243,668.1933,648.3766,637.3616,651.5118,602.0218,512.3837,553.3786,539.6033,546.4724,547.5219,509.4081,517.5166,554.5375,526.587,526.1809,551.1177,522.8167,521.553,499.2475,504.5399,571.1346,488.1081,456.3789,502.8313,488.6281,487.8582,455.4727,436.7058,452.1966,405.2409,415.0528,392.1838,471.0926,535.047,580.9056,616.4043,597.1684,631.2861,576.179,584.6629,536.5052,464.8071,501.4026,497.145,494.9241,491.3062,496.4348,502.4339,526.4985,502.3575,523.2272,551.2729,471.4531,516.3929,549.4099,502.6938,492.2999,563.0622,531.0128,492.3416,552.8322,526.8264,498.1485,515.8597,564.3277,529.5409,542.8513,569.8959,484.4247,531.03,571.2725,582.2915,589.0506,593.9135,590.8802,553.1873,524.8351,482.8116,486.0326,485.961,469.6346,519.3705,522.1329,492.8333,458.4467,457.477,493.6733,600.1383,544.8306,590.9579,557.7253,509.3014,532.6899,574.2152,584.1335,490.4243,490.3624,482.6387,496.2005,529.497,516.699,460.4694,496.347,528.6839,634.5095,618.7993,583.6743,658.1926,657.8553,621.9618,614.3921,629.9932,559.0508,522.4119,492.8101,468.9871,472.6181
544.5008,510.6479,498.8734,512.9211,539.3367,554.9404,554.0507,510.6052,578.0972,609.0803,650.9518,646.3134,642.7509,645.6691,668.8373,603.373,520.796,566.7803,543.7366,538.8473,535.8939,541.0497,521.4893,533.0598,527.655,528.0659,548.0854,535.3266,529.1849,493.9105,490.7415,556.0153,477.5293,432.837,471.2549,476.5614,519.928,534.0598,528.5345,538.2447,464.6784,462.7761,503.697,535.0451,609.6704,652.2851,602.8941,589.8136,610.1543,592.0557,605.3358,534.5344,486.1158,505.9815,541.1411,526.9172,479.9692,480.3032,499.9734,540.374,520.3206,499.1621,522.9603,477.8365,536.8664,569.143,533.6602,533.1485,604.2842,552.4646,507.4399,551.8046,538.024,530.2439,548.142,582.0234,567.7783,578.4371,603.1654,513.2814,553.4986,572.911,606.003,623.9917,627.1136,624.3338,563.894,509.4246,484.3867,492.4448,493.2217,510.6312,555.361,548.4579,531.1031,499.1586,467.6047,507.2133,606.1644,569.0303,611.1827,617.0893,558.3983,505.7289,567.462,632.3809,556.2154,522.9857,495.2834,501.9963,533.2192,519.8805,445.9814,495.2788,555.4191,621.6808,621.464,589.0184,657.1683,656.485,631.6066,631.7598,660.2182,617.4067,552.7109,500.5662,504.0958,537.4659
586.4791,561.2947,517.1769,489.2374,462.4353,482.4593,470.4908,453.2469,503.2319,649.6641,636.0629,644.2687,634.4877,636.7173,643.9284,584.5739,532.3396,561.7578,560.3364,561.1603,520.7952,526.4508,491.6303,502.199,527.2716,546.7892,560.11,538.4166,510.5052,506.7602,546.8218,571.9584,502.338,462.4121,505.3965,522.9398,561.2191,598.5878,549.9066,535.8566,496.1963,488.5552,505.7025,510.6524,574.9211,621.1396,606.4576,615.7066,640.0241,590.369,593.3483,559.2643,521.9703,546.529,557.5231,524.3632,476.6754,488.706,529.0268,555.986,519.0908,466.234,528.3163,496.7675,542.7856,550.1284,492.203,514.7455,585.3647,492.9502,448.0789,539.5278,512.0123,543.0885,563.2843,565.0189,562.2195,564.7095,569.1197,485.1563,556.4806,577.5694,570.4196,585.0914,595.0927,607.7095,565.8936,516.9,484.3679,492.7317,504.9942,503.7851,557.9176,535.8245,518.7552,504.7314,478.6266,552.5825,594.5101,554.7576,606.9807,610.1764,547.4372,499.2508,535.6339,567.8981,550.8419,512.3491,481.7948,480.6337,510.6906,480.8017,450.0143,468.9343,501.9482,584.5063,593.1902,557.4022,635.1175,641.4164,621.0131,631.6638,669.594,627.6691,556.5405,530.3595,502.4914,562.0623
608.903,612.6793,565.0015,555.7992,601.1311,551.7387,475.4231,478.2062,542.0065,649.7411,671.5316,703.0583,716.7593,719.996,675.7308,605.0718,551.7648,586.7268,615.0221,629.2512,588.5836,584.1951,555.8373,560.9055,574.5468,585.4728,596.8168,566.0274,542.6899,543.0768,570.0522,611.7762,557.6508,504.0112,552.2264,558.2843,565.8453,557.6562,543.0761,550.0997,514.6224,512.3449,534.3899,548.8972,612.638,632.1124,611.1641,627.6354,643.1102,627.2892,618.0692,578.1915,506.0736,531.5635,520.2607,526.6999,539.0726,526.4957,518.6127,561.7577,520.6236,462.4113,502.1331,484.8836,530.7238,546.0235,504.6906,486.9217,577.0427,532.1566,496.8325,486.8456,479.254,494.1719,510.6188,514.1342,530.4545,551.2183,562.4904,472.0375,516.171,539.4454,551.3026,575.1542,599.21,582.4191,542.3484,517.1965,486.02,509.7273,503.8463,492.2717,544.5104,527.914,522.832,521.8728,493.2547,517.3256,611.2815,547.3022,594.2034,596.3203,539.8544,477.4674,500.2558,526.7496,506.2509,458.2839,460.0701,458.8342,511.4372,489.6135,443.8243,481.3468,525.5825,605.71,644.2156,613.649,671.6398,664.8829,641.8251,647.3603,671.9365,621.0668,551.9006,541.0032,517.9807,572.9905
646.1077,643.6547,592.7551,606.1588,663.1852,666.5698,618.6304,525.2695,644.1451,704.3802,736.2401,752.7831,757.7054,735.6033,727.2497,660.145,569.8869,592.4126,635.9714,649.3679,621.4951,634.9472,627.2902,611.6099,616.9999,621.8565,637.7741,573.2025,570.0361,570.8201,572.5222,617.6497,560.7161,507.3871,557.0399,536.996,542.8361,529.7271,537.3143,556.3793,543.9818,551.6306,589.2202,624.7833,655.3773,648.0419,631.2316,653.2605,662.2774,626.0992,615.2891,571.1331,485.1141,510.6207,505.9089,514.9776,514.2433,498.3925,452.275,441.9039,428.581,379.8068,406.1453,458.2544,518.9404,527.5047,469.4938,434.4201,526.0621,497.1507,459.0652,475.0168,503.9339,500.7946,528.3982,528.5708,534.8758,551.1135,554.7645,466.9914,525.8726,538.5561,563.1407,582.5229,605.639,592.5153,547.8492,523.0616,496.0056,486.6566,481.1161,507.5484,539.1276,507.8579,494.4328,480.1754,469.8099,504.5076,597.0952,538.8219,584.7805,585.6234,515.2117,481.161,511.1603,534.6262,514.8119,444.5157,441.3533,433.5298,487.7211,483.3097,461.0445,485.4738,578.5924,631.4548,676.0436,635.931,676.7632,681.6691,675.3962,671.1469,678.3695,623.5538,568.4176,565.4467,524.9476,570.8168
656.9621,637.8362,652.8509,676.6249,689.1775,685.9414,648.0362,594.284,699.9292,738.4893,765.9456,757.603,724.5063,719.2229,738.8338,681.1121,588.0565,624.271,635.119,636.2059,616.3264,635.3891,624.8959,603.0057,602.7653,603.7914,603.4606,573.4486,555.7791,520.4586,525.4666,608.8932,535.395,488.1895,529.6127,539.6593,551.178,544.0927,566.1302,566.6768,536.4113,539.9877,552.3937,561.6802,629.8271,677.9683,644.0296,650.3318,658.7284,633.3707,614.2135,581.5699,505.6022,517.9056,525.6456,519.5709,499.3448,507.4334,493.9825,489.966,479.6537,450.8274,495.1277,454.428,518.2279,560.0878,493.8692,461.4703,511.603,483.8303,479.6261,508.9777,520.1598,529.1873,539.1276,564.8159,556.5424,567.1437,578.6769,477.8079,525.3246,549.998,577.4447,597.5258,623.2083,611.2766,572.4351,549.2686,512.6252,521.575,530.273,525.6953,554.6349,533.4244,515.3756,500.3468,474.0302,521.3531,589.8917,528.5306,605.1432,610.0888,551.2002,515.2186,541.3092,537.1295,511.7112,457.9895,454.273,458.4016,538.832,516.7033,486.0135,518.6356,596.0168,627.6342,659.5121,620.8848,664.7854,682.8487,656.6076,671.2832,695.15,641.1638,588.5646,582.4955,551.3785,584.683
662.8302,617.8422,627.0496,655.4492,681.0668,640.0688,595.5332,579.0727,664.0334,745.6036,743.7968,710.9747,698.5146,676.9966,629.5483,604.6567,573.5075,593.3112,554.0233,592.113,568.5699,570.6943,557.2325,556.8823,564.1989,595.3925,648.6762,598.8019,585.4691,550.1617,550.5032,629.5648,571.1373,511.5103,538.3585,543.1343,549.5823,556.2634,601.9949,585.6298,572.5496,566.2422,570.3624,578.1907,642.6608,718.162,658.6733,664.1207,676.1168,660.6458,635.0623,591.8632,515.6594,539.3362,560.3864,552.3667,533.8279,550.7031,535.2439,557.4538,570.418,543.1671,561.7845,504.4467,545.4603,556.3951,542.3026,508.0617,559.0782,516.5154,502.7432,522.0833,524.6537,547.0244,561.6937,581.7931,568.8158,574.6718,592.2062,520.9352,557.8358,586.9189,629.4498,634.9054,657.2404,637.3686,588.5821,554.4116,539.3932,539.4059,507.9612,524.434,582.3738,575.4645,532.0908,503.2661,493.2494,560.5,615.324,571.0732,606.8176,594.2491,550.5343,514.0708,561.4377,572.2905,518.962,465.2563,464.0812,458.3103,572.2834,539.0034,475.57,542.7343,617.9716,636.4319,646.843,607.9763,662.9151,680.8171,656.0316,677.6157,700.9854,646.596,580.6473,574.7405,531.4003,559.8482
652.8751,573.0992,603.5415,613.3296,658.9269,682.0294,585.8134,525.9313,623.4115,678.8335,700.0068,699.5049,704.2397,661.4619,640.0869,605.8217,514.98,554.8506,560.8405,571.1425,537.3953,544.2674,531.6561,537.0953,525.233,543.3727,597.6585,556.5029,535.1919,546.4615,535.874,626.4946,567.219,500.4659,511.1399,528.1193,541.1479,548.7621,585.0618,576.0765,565.9908,557.2443,552.4888,562.0422,649.0337,699.1779,647.1122,659.9329,660.8655,630.1918,621.8047,584.8835,509.046,541.3336,593.8843,576.1252,564.6624,564.6699,553.14,572.3758,576.2574,542.6866,554.7039,504.4491,542.6303,564.1382,567.8641,550.0172,606.3457,548.3616,487.6239,528.8271,522.7067,543.8701,540.7247,550.8458,544.1389,585.6348,581.5035,485.1987,535.8386,607.5897,634.0361,615.8773,661.5727,667.738,627.0062,559.1147,534.3705,528.6154,487.2947,530.3787,585.0701,578.2515,533.7786,495.0069,445.5808,549.1208,619.2983,574.5083,608.83,585.9318,557.4537,500.3611,522.6608,546.5566,495.2947,461.9843,469.8744,442.1992,552.5839,522.2267,466.0717,527.8576,603.0176,614.5909,660.7681,623.7587,657.6406,664.6129,663.8932,692.681,708.6667,641.017,572.2199,576.1363,509.5637,539.5974
594.9783,572.7323,605.2302,553.6779,600.1769,653.1196,616.3644,506.5642,613.4402,662.377,675.6043,705.7322,720.4919,675.2102,655.6689,598.1588,486.9272,528.7806,561.7598,559.6291,543.6876,553.5036,522.7521,535.335,522.9178,518.3625,583.8466,555.2702,517.8273,547.9675,542.4399,576.2684,530.132,479.4219,477.3991,522.9003,520.8521,553.4001,565.6428,566.3268,554.6078,530.9106,532.814,538.8784,624.3525,675.8651,626.7766,631.27,637.6467,603.2293,598.0894,567.9647,496.7925,527.0768,593.6329,561.5066,575.3008,573.0599,534.1896,551.825,578.7781,550.7383,577.7756,531.0424,571.3369,604.4125,569.3843,525.1588,603.1163,578.788,476.8597,568.7255,518.8451,534.3991,574.8199,576.3123,567.9031,615.9586,619.9998,518.76,541.1031,600.8734,624.689,603.2217,651.0819,665.7373,623.9102,565.3937,528.0323,516.5436,484.0154,525.506,566.5606,545.2047,511.1799,502.466,437.8222,516.4617,597.9391,569.9265,611.7521,575.4288,543.4471,507.9297,524.4197,535.9472,483.1534,441.1602,452.296,438.2701,525.3276,493.854,454.2265,529.1338,581.5636,587.6831,662.5026,627.8544,652.5676,654.5718,653.8029,690.4988,702.216,634.4812,553.4606,548.9335,486.8734,515.2068
575.0526,563.894,588.2585,509.2902,548.4585,573.4867,595.6448,515.0204,616.3669,677.1151,677.6823,705.8252,701.469,668.6703,637.8878,574.0471,477.8929,492.1049,508.5085,515.9279,509.7399,518.049,505.5913,539.5764,508.6818,491.3466,537.3176,526.9482,496.3673,500.9518,497.7983,534.455,503.8476,445.3249,486.4817,525.3436,514.4914,550.5994,567.8671,554.6132,544.2228,515.2325,528.2352,539.4636,603.2408,643.6323,613.9346,607.304,603.7671,557.2124,551.9909,528.9531,490.4259,513.8314,558.7761,537.7795,554.6003,561.4692,555.9041,572.6326,579.4149,535.9594,575.2145,518.6281,580.743,601.5102,558.4703,518.0855,571.0851,584.2237,505.8748,579.8164,530.4805,531.1231,553.776,578.0859,559.3973,597.0239,596.6057,517.6523,528.3697,581.4729,604.8842,586.6877,634.8399,644.8873,595.6735,546.2881,519.95,508.9955,486.4231,513.7372,535.4839,534.9283,521.1217,490.6245,425.4201,536.929,604.171,547.0307,596.4517,579.7458,546.8016,491.8983,514.9977,541.9108,481.8803,427.6714,430.3152,430.5635,525.9283,492.0573,440.6661,510.8631,577.058,582.4736,639.2167,609.8284,626.4252,638.9739,642.5679,661.8686,657.8835,585.3464,481.4123,452.1902,386.4731,380.921
