0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
309.051,151.7996,84.4554,204.204,336.7804,336.0896,301.0721,182.254,124.4684,333.9778,338.9612,336.8912,148.7438,189.8471,218.9987,289.0028,248.2313,305.0106,437.9018,533.1711,568.8669,557.4477,541.5652,553.4617,538.5652,516.0283,509.816,482.9125,486.7843,493.5746,451.0763,466.8852,486.2153,486.7694,480.4084,491.8218,478.039,461.7926,503.4495,504.588,500.4392,566.859,592.0685,617.9323,533.3115,503.331,560.7844,522.8255,401.9657,232.8609,177.1011,217.0872,310.1462,446.5401,515.9918,483.0119,478.1522,486.5204,483.2491,552.1307,572.6912,528.1599,531.8404,543.2779,537.2359,501.4169,475.3759,473.3404,474.6551,475.7033,480.2137,480.4871,488.9015,481.259,472.7602,466.3103,490.4221,486.1237,480.2334,514.7135,557.1567,576.6283,583.5718,562.0082,518.2272,525.8239,468.7747,272.6704,333.8722,332.6176,335.1422,334.5517,291.2399,399.6479,343.3767,311.4608,366.3121,397.5096,431.9582,451.0594,446.5574,416.8163,340.8901,292.8786,351.628,392.6865,531.4163,535.2835,344.9593,319.78,497.893,482.5103,466.689,458.742,448.6858,444.2758,447.0595,466.8587,453.5284,363.8382,336.2183,418.5357,436.912,424.4666,457.4117,572.7941,413.4923,364.9661
287.8859,153.6914,225.0963,337.2378,337.3022,334.8402,334.3578,330.9975,329.8027,312.3542,91.9651,320.9993,163.1287,243.2121,272.3097,253.199,159.4475,161.9442,266.502,368.9543,482.4305,596.772,604.2189,553.315,544.36,521.9133,567.619,537.0339,549.3418,534.3448,513.4178,513.3806,527.9807,536.2052,539.2549,541.5519,518.5745,505.3986,534.7584,534.6031,574.4366,655.702,635.2886,591.9837,571.6942,522.4593,575.832,582.6248,443.4228,264.8823,208.839,305.5977,458.5411,584.4199,625.5812,562.3527,540.8693,549.2393,563.5412,623.1039,535.2009,501.8882,496.2209,494.0959,588.1669,580.7269,536.1415,509.0368,521.1501,548.426,539.5892,537.8069,529.3952,533.8713,519.1761,511.4242,526.215,542.3928,558.6483,551.728,567.6819,607.0128,633.2045,606.9124,547.7494,544.09,476.2012,265.9278,328.2235,327.1018,331.493,266.7047,408.5066,270.5982,314.461,241.7025,358.0018,425.4438,476.3695,495.2002,471.8836,392.8088,262.3802,227.541,300.6964,349.7782,622.6055,548.306,286.6689,295.7954,525.7866,511.7029,492.978,494.0079,497.1821,491.3852,490.7271,495.9408,472.329,406.0831,369.4408,463.4519,500.5637,506.548,531.8406,595.4916,270.784,262.0393
226.3474,260.2095,328.7006,330.7284,335.551,336.0252,334.5817,329.4423,327.7341,316.9525,111.2118,320.7382,182.2349,199.5692,159.7541,136.9689,130.965,163.5969,194.8172,267.0045,405.9102,510.5936,523.0444,499.98,444.8103,450.3177,529.991,514.3554,516.3694,503.0427,493.7659,489.202,496.8401,503.9039,508.3705,505.78,488.86,476.3174,484.951,513.3871,588.1809,605.1574,585.4608,510.0251,462.2638,391.4734,489.674,544.7967,447.6238,384.3502,360.8391,387.6026,454.5018,534.3958,593.4863,551.2964,514.3944,514.1662,530.6008,546.8318,427.4234,413.2704,403.6458,393.6524,436.0868,453.5102,462.1216,452.1656,466.1332,507.8648,509.6115,502.3405,501.1111,497.4212,495.8399,488.4354,509.3124,541.9373,575.2205,527.1023,481.3997,473.2979,465.6104,453.9206,445.9576,474.6622,424.7418,248.929,328.5109,328.1135,327.9151,243.3354,486.1441,244.3543,314.4217,335.898,284.7268,300.6149,487.7347,541.6617,428.3633,274.7388,127.2374,145.3527,293.0916,416.1374,605.5211,520.7685,215.664,195.1525,421.6179,493.4908,500.2249,495.862,490.522,477.7878,473.1163,487.1558,490.4322,458.1031,429.9622,460.8881,500.7928,505.8102,480.7685,455.8188,262.8381,272.5181
157.6629,224.1405,324.5664,330.5709,336.0462,335.468,332.52,328.9075,327.5404,335.4301,331.4283,337.6803,181.5593,162.6017,155.6943,110.0423,88.3255,93.9781,145.7746,249.623,390.1031,505.8546,511.2089,426.8619,361.9571,385.0363,542.9055,518.4115,518.3652,503.619,488.8926,479.0877,495.0954,504.839,506.2367,500.4596,490.191,485.3466,490.8549,520.4393,555.5325,466.4826,373.0544,302.2937,247.8385,298.5216,427.3278,478.2088,389.5033,406.6843,441.4654,393.0499,346.8328,402.3536,507.3181,530.9553,512.3808,508.3768,524.9354,532.1271,419.0511,325.2908,312.1563,310.7312,408.1247,430.8049,435.8064,446.512,472.5522,508.8933,505.7552,493.5088,489.2196,482.8368,488.732,476.5132,515.0969,499.0469,479.9355,415.0976,457.4084,365.2699,305.1288,334.5509,379.878,456.6123,438.3561,268.527,335.4433,334.826,333.0816,298.7021,473.5183,236.5807,316.4794,388.3683,308.4249,347.8766,497.8922,503.9722,379.522,213.763,78.8455,140.1662,291.9117,411.6742,609.7977,515.1151,267.7699,245.1039,380.343,485.2541,498.7819,487.3951,475.9572,463.8796,460.4402,478.2055,482.7133,454.398,459.6718,459.3995,474.8063,459.0978,454.9129,404.4702,225.0502,250.532
140.7232,222.5407,330.0554,335.4196,336.6366,336.873,337.6024,338.2214,338.1472,334.4206,321.383,156.3171,166.2447,101.6931,113.3757,81.6547,244.851,195.3074,139.8659,222.6377,372.9937,531.2723,532.4053,403.7923,386.4861,377.4078,558.5197,542.1895,510.9102,486.7044,478.6875,471.9802,482.1531,493.3726,501.6041,511.1138,508.6917,500.2465,513.9951,536.0938,507.9586,347.7705,191.9638,227.2264,208.0749,293.3729,443.4921,430.576,299.2369,318.4368,350.5073,274.1971,182.7691,238.1773,426.8996,522.1297,515.0632,519.4213,549.7702,547.2271,371.4726,299.2352,288.569,285.9704,399.761,448.6404,440.3828,439.1904,459.8609,483.7246,490.9445,493.1661,488.5309,490.81,499.7183,484.8894,479.9835,447.3607,413.1849,456.4447,528.9696,298.3198,202.1239,302.0509,421.5122,510.1743,440.9122,199.9505,100.8406,173.5676,339.2936,352.5673,485.4315,183.0295,306.1294,415.1516,388.594,312.5681,447.7983,484.6468,343.0624,196.1695,170.1997,267.2481,238.0577,558.8334,633.1375,425.8351,362.825,351.5235,410.4486,480.0764,490.2031,491.6843,497.2131,494.5993,480.1216,476.01,485.385,483.0858,480.6115,475.4706,469.0506,459.1079,430.765,454.8273,308.0188,302.9738
320.4675,336.4913,195.1774,196.8655,357.6413,369.7977,315.811,238.1152,200.1711,335.0512,319.8613,153.6443,121.1002,98.8946,285.6039,333.3664,327.632,329.7885,258.261,249.7475,389.5354,542.1094,560.2979,413.3411,337.9709,301.3326,529.8356,569.5151,536.9597,521.1398,496.0179,496.7055,511.2791,517.8703,518.9382,533.0469,538.7126,530.7189,541.1702,551.8654,516.3209,330.3778,164.4744,196.4715,264.227,395.3805,529.7971,444.9316,238.7736,188.0363,174.6438,164.1735,160.8252,216.2936,406.1905,551.7097,567.294,539.2375,561.0897,573.5108,484.0223,453.4101,440.057,428.6712,477.571,524.2653,534.2913,524.7285,514.6082,525.02,548.3738,544.5075,536.5037,531.5717,527.0186,534.051,548.2369,497.4587,443.0403,514.5517,540.3055,272.5593,189.1978,345.3739,540.2646,575.1881,359.7708,146.4505,81.4506,107.8078,339.7698,350.0269,397.711,104.203,290.4936,354.9301,355.0551,251.6065,379.9716,447.6552,339.2719,194.8058,184.1279,334.2932,223.5869,487.2128,602.6871,407.8954,325.0377,471.5734,494.7422,508.7933,511.8711,519.8596,531.4841,519.1073,517.4833,548.4199,566.1387,535.0954,487.0809,506.01,498.6085,479.3514,459.3027,513.4157,398.7506,360.8592
325.597,173.6143,104.3596,229.924,338.4333,339.1561,297.7229,173.0518,112.9436,334.9001,326.2491,111.6334,140.8388,305.0759,326.801,325.2005,325.7095,325.9627,331.2796,322.0013,383.2854,539.3296,570.9175,371.3149,184.2327,225.7747,431.8378,546.1601,531.0739,523.3725,510.6797,503.0678,524.3215,536.7228,538.8622,545.817,544.8063,542.3295,556.0309,563.9973,540.9645,341.6195,160.3023,214.3256,371.5769,516.3187,622.4124,549.8491,281.6239,151.1674,139.3494,155.401,168.7906,242.9153,437.2535,589.4174,599.132,574.3644,598.3626,610.8697,547.7237,525.0123,513.068,502.3145,564.4774,602.7119,592.8325,584.9061,580.111,585.834,613.8738,618.6744,619.2354,610.3035,575.9854,598.7146,617.1531,464.819,302.9157,381.5829,341.0059,250.9099,230.0718,331.212,498.8236,472.9557,260.1573,247.5921,279.8675,106.4877,323.6645,184.8033,242.0322,171.3064,307.4471,375.4954,346.3181,272.9057,274.5648,279.1056,246.6594,270.8843,335.2168,291.5486,175.3358,225.0395,478.9059,362.3137,177.4388,431.7902,566.515,562.291,551.7862,538.1266,520.7636,514.9899,534.2068,527.7217,492.5432,504.9866,529.2565,554.6195,589.569,559.9866,609.346,516.7043,266.8453,268.781
345.1425,174.314,211.509,336.2101,289.2261,257.1779,297.679,200.4797,154.6776,308.0924,84.9383,130.6032,314.6008,338.628,349.6711,333.078,331.8918,330.8042,328.4916,323.2136,397.2368,551.4725,573.5642,383.7187,202.3905,243.5239,399.0125,545.5379,557.2236,561.2156,551.372,547.1293,575.0879,588.7455,588.6791,593.9403,590.5275,577.9668,582.8795,600.7131,579.8552,407.395,262.41,228.6896,386.0385,559.2884,640.1985,628.5697,393.3228,176.0315,120.1291,147.6707,239.3891,380.2815,511.5145,627.3698,606.3509,581.1059,582.4911,620.6571,587.649,569.1941,563.6581,559.8856,583.2771,605.356,601.6143,593.8668,608.4109,630.5125,631.5178,619.8866,621.4202,620.2985,583.1475,614.0343,642.0126,468.5695,283.8399,293.6877,264.4753,351.21,487.4861,587.3411,666.2512,633.278,437.6404,296.0063,319.0323,328.8825,313.8424,153.8115,240.0266,324.7231,339.7425,357.479,280.1053,243.8223,295.4672,323.1317,305.8143,308.5788,261.739,190.5809,336.0219,329.0593,317.0316,263.7144,143.811,447.4959,598.1728,594.4627,587.5062,574.2189,555.1879,553.3508,553.9063,546.5869,522.1868,506.9484,573.5515,587.4103,604.3176,579.8088,635.6078,431.512,240.3554,260.5278
320.7888,333.5202,332.9393,336.2882,283.3363,251.4029,337.3732,333.2297,331.2664,312.9301,90.6891,332.2662,334.3057,429.498,361.4462,337.8553,192.8883,251.8417,333.4362,316.4517,401.991,600.8926,644.9001,429.6589,231.778,286.8972,503.1308,618.3699,630.7036,624.0262,603.8283,589.1931,602.1195,607.1985,602.9008,601.79,592.688,575.168,576.3723,600.6079,601.1433,513.3227,420.022,410.1357,465.1427,543.0714,624.7378,646.0843,512.1252,317.1066,202.901,176.9567,246.1391,415.2643,580.4009,643.3653,629.6746,623.8693,621.4963,668.4998,607.202,594.8459,589.5322,584.7757,600.6101,618.8439,603.9146,591.2874,607.5005,626.6168,621.7786,606.2149,620.5932,624.6437,634.2956,652.5572,701.6927,494.5782,273.1049,198.4927,215.1566,472.0299,785.3903,846.6019,725.4838,573.2477,373.6498,251.56,322.4729,327.3968,328.102,240.5381,159.3284,315.953,341.0395,237.9851,158.0836,199.3616,207.1917,275.3558,428.662,440.1558,251.8081,170.4136,333.4339,314.1861,281.3852,254.586,148.4767,461.3448,641.0333,632.6365,611.8025,592.7003,571.5408,570.2312,571.405,551.7435,523.1087,535.735,617.9201,634.0717,591.2861,587.8495,655.7241,398.0476,286.9114,297.0715
89.5571,225.9506,332.0493,338.2435,274.0118,235.8193,336.3347,331.0316,331.8385,355.9091,331.6516,337.6685,339.156,334.2853,231.6962,208.8688,232.9245,211.1097,268.9263,265.1198,314.5238,563.7446,634.8403,458.198,378.3114,403.1684,609.7757,639.2092,632.0923,609.9736,590.545,581.9819,597.2534,608.6165,613.5906,645.8472,693.6853,702.2188,682.6002,684.6957,654.5159,626.6586,611.9887,581.0815,611.2222,662.947,732.3568,730.6121,639.3218,490.8416,332.9379,274.7401,396.0721,576.0269,655.9814,677.2144,667.3995,666.2528,696.4391,731.2548,627.2898,593.5016,585.1825,579.931,657.5119,671.1057,638.5675,622.3115,635.1137,649.9051,637.9951,621.9176,629.9881,658.812,698.9139,691.4761,669.2936,443.6147,206.533,219.2035,339.017,448.8523,582.6562,588.7131,472.0871,378.1384,265.925,178.5587,333.9423,328.458,331.8179,251.7312,177.7696,318.2387,338.2235,176.1942,158.4804,308.6056,425.8003,547.8701,712.2053,640.638,322.6544,225.1821,293.9134,154.1123,159.2585,179.4954,324.7728,518.8951,664.4934,690.322,672.5813,663.1165,659.8421,668.8491,641.4818,593.103,586.8461,615.9154,674.8929,694.6627,634.575,615.6422,675.1416,514.7341,331.222,314.6859
